Loan ID,CIF Number,Credit Score,Job,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
13791,1879,408,Tech Lead,598944000,Home,Other,52360224,2023-06-16,2025-05-16,23,2276531,5,7,22359481,1
13792,8421,386,Tester,770724000,Consumer,Other,976392752,2022-04-25,2024-07-25,27,36162694,8,6.5,386018385,9
13793,1089,706,Tech Lead,270300000,Real Estate,Own,641413684,2024-02-13,2025-07-13,17,37730216,7,6.5,300573822,1
13794,3555,788,Full-stack Developer,777540000,Home,Own,150792593,2023-05-23,2026-04-23,35,4308359,3,7,61929793,2
13795,7235,391,IT Manager,819264000,Real Estate,Other,300117564,2023-08-03,2025-09-03,25,12004702,9,6.5,245277383,10
13796,1164,830,Blockchain Engineer,599844000,Consumer,Own,746625203,2024-04-27,2025-07-27,15,49775013,5,6.5,629225656,2
13797,519,799,Embedded Engineer,181272000,Others,Own,216966210,2023-02-11,2027-02-11,48,4520129,1,9,201959247,16
13798,3052,544,IT Manager,479856000,Real Estate,Own,516770509,2023-04-20,2024-06-20,14,36912179,2,6.5,288316399,3
13799,7237,725,Data Analyst,423732000,Business,Other,244544498,2023-08-29,2024-07-29,11,22231318,8,8.5,187586760,2
13800,6987,372,Product Manager,816108000,Real Estate,Rent,432070900,2022-05-02,2024-07-02,26,16618111,4,6.5,307240300,1
13801,2273,797,Designer,162228000,Home,Other,320185496,2024-05-07,2025-01-07,8,40023187,9,7,260378654,3
13802,5666,802,IT Consultant,665376000,Automobile,Own,3868800,2023-04-01,2026-01-01,33,117236,8,7.5,467517,10
13803,3207,600,IT Manager,253080000,Others,Mortgage,684922461,2023-12-12,2024-11-12,11,62265678,4,9,414949814,1
13804,6576,678,Designer,273240000,Automobile,Own,753718033,2024-05-09,2026-12-09,31,24313484,3,7.5,342230518,11
13805,1747,394,Project Manager,709596000,Home,Mortgage,230520081,2022-09-21,2024-11-21,26,8866156,10,7,163925684,12
13806,2659,715,Tech Lead,270228000,Others,Own,675106446,2021-11-19,2024-07-19,32,21097076,5,9,245998757,6
13807,9426,537,System Admin,818568000,Real Estate,Other,133160140,2022-05-14,2024-09-14,28,4755719,2,6.5,92346087,12
13808,2465,422,Embedded Engineer,40800000,Home,Mortgage,476665032,2024-04-18,2026-04-18,24,19861043,10,7,303255320,7
13809,6497,306,IT Consultant,59004000,Automobile,Mortgage,764651812,2022-03-07,2025-01-07,34,22489759,6,7.5,501122671,6
13810,2260,616,ERP Engineer,690876000,Others,Rent,659604894,2023-04-18,2025-11-18,31,21277577,1,9,245730305,2
13811,3901,549,Product Owner,37212000,Others,Rent,125207458,2023-08-07,2028-01-07,53,2362404,1,9,122446042,1
13812,3095,660,Project Manager,466320000,Real Estate,Other,31446310,2024-02-02,2025-12-02,22,1429377,6,6.5,11271143,2
13813,1228,666,IT Manager,658764000,Home,Own,113249986,2021-05-29,2024-11-29,42,2696428,3,7,7347193,4
13814,7661,697,Embedded Engineer,179916000,Consumer,Other,52935533,2023-02-08,2024-11-08,21,2520739,1,6.5,15180475,6
13815,2662,354,IT Manager,461652000,Consumer,Other,625378591,2023-11-10,2027-03-10,40,15634464,7,6.5,400045173,15
13816,0,767,Project Manager,622584000,Business,Rent,206682147,2023-12-01,2026-04-01,28,7381505,9,8.5,112839284,11
13817,8687,493,AI Engineer,246816000,Automobile,Own,398727564,2024-04-25,2025-08-25,16,24920472,10,7.5,212242419,4
13818,6083,797,IT Support,324492000,Real Estate,Mortgage,744045648,2024-03-05,2026-06-05,27,27557246,7,6.5,87344951,12
13819,749,487,IT Manager,454752000,Home,Mortgage,927988707,2022-09-12,2027-02-12,53,17509220,10,7,393324014,2
13820,4726,695,System Engineer,167676000,Automobile,Other,974460073,2021-06-11,2024-11-11,41,23767318,10,7.5,374050481,10
13821,113,522,Back-end Developer,438420000,Real Estate,Mortgage,994508632,2022-07-25,2025-01-25,30,33150287,10,6.5,326876286,2
13822,364,499,Mobile Developer,863400000,Others,Own,216923502,2023-11-30,2024-07-30,8,27115437,6,9,141838787,3
13823,1397,402,Designer,817584000,Others,Other,719927704,2024-04-01,2025-09-01,17,42348688,5,9,493388014,6
13824,7177,500,ERP ConsultantSolution Architect,681432000,Real Estate,Rent,442741988,2024-02-19,2024-06-19,4,110685497,6,6.5,337871161,1
13825,2908,748,Front-end Developer,782568000,Real Estate,Mortgage,968586596,2024-06-05,2028-12-05,54,17936788,6,6.5,629819579,4
13826,9593,778,Mobile Developer,276108000,Others,Other,269586838,2021-09-20,2025-06-20,45,5990818,2,9,157018016,20
13827,6933,778,Back-end Developer,806172000,Automobile,Other,445070955,2024-01-23,2026-12-23,35,12716313,6,7.5,37247800,4
13828,4499,812,Product Owner,122640000,Home,Rent,996276968,2023-01-24,2026-04-24,39,25545563,9,7,278105745,1
13829,8148,438,System Admin,415236000,Business,Rent,681920528,2021-11-10,2026-05-10,54,12628157,5,8.5,351891298,22
13830,9230,351,Tech Lead,668292000,Business,Other,779002009,2024-06-08,2025-10-08,16,48687625,1,8.5,381039435,5
13831,4971,437,Blockchain Engineer,287280000,Consumer,Other,83774084,2023-05-09,2025-03-09,22,3807912,2,6.5,52968932,3
13832,6332,459,ERP Engineer,44388000,Automobile,Rent,622259738,2022-06-08,2026-12-08,54,11523328,8,7.5,545821314,8
13833,3477,594,Embedded Engineer,538056000,Automobile,Other,299787664,2023-09-27,2026-06-27,33,9084474,7,7.5,125771460,14
13834,4822,774,Data Analyst,475452000,Real Estate,Own,359895552,2021-12-11,2025-07-11,43,8369664,6,6.5,23615816,17
13835,2594,518,Data Engineer,783324000,Automobile,Rent,172999259,2021-02-03,2024-08-03,42,4119029,1,7.5,122079696,9
13836,7308,763,ERP ConsultantSolution Architect,725748000,Real Estate,Own,623453001,2024-04-05,2027-05-05,37,16850081,8,6.5,129325537,11
13837,5261,303,QA-QC,376788000,Business,Own,69807806,2022-09-24,2025-01-24,28,2493135,9,8.5,53178996,8
13838,7251,538,System Admin,571092000,Consumer,Rent,525325862,2022-03-25,2024-09-25,30,17510862,10,6.5,141084557,13
13839,7368,749,Front-end Developer,647820000,Others,Other,426090589,2023-05-30,2025-03-30,22,19367754,9,9,29293122,1
13840,6167,406,Database Engineer,441960000,Automobile,Rent,958055745,2020-12-10,2024-08-10,44,21773994,2,7.5,422728354,20
13841,6678,749,Embedded Engineer,248136000,Real Estate,Other,202456357,2023-12-27,2028-12-27,60,3374272,2,6.5,153728682,29
13842,9672,716,Tester,887232000,Real Estate,Own,246569331,2024-06-06,2026-01-06,19,12977333,2,6.5,234324418,6
13843,7689,392,Back-end Developer,169896000,Business,Own,357737268,2024-01-14,2024-08-14,7,51105324,10,8.5,313430475,2
13844,954,467,Business Intelligence AnalystData Scientist,47388000,Consumer,Mortgage,420101790,2022-11-04,2024-11-04,24,17504241,7,6.5,172067775,11
13845,9378,628,Data Analyst,461004000,Business,Mortgage,759219049,2024-02-11,2024-08-11,6,126536508,5,8.5,553377380,2
13846,3336,693,ERP ConsultantSolution Architect,417180000,Business,Mortgage,945528869,2024-02-25,2027-06-25,40,23638221,1,8.5,935057532,7
13847,6572,655,System Admin,815904000,Real Estate,Mortgage,679093603,2023-08-13,2024-12-13,16,42443350,8,6.5,628230832,1
13848,7616,497,ERP Engineer,176148000,Business,Mortgage,141162498,2024-05-31,2026-09-30,28,5041517,8,8.5,115903302,8
13849,2396,826,Database Engineer,619620000,Business,Rent,590117117,2023-04-15,2027-07-15,51,11570923,6,8.5,532971939,11
13850,1876,372,DevOps,49560000,Real Estate,Rent,887171649,2022-12-25,2024-06-25,18,49287313,4,6.5,844529212,4
13851,4499,812,Product Owner,122640000,Consumer,Mortgage,86861109,2021-09-30,2024-08-30,35,2481745,8,6.5,76675525,7
13852,8168,514,Blockchain Engineer,597792000,Automobile,Mortgage,3386234,2023-08-17,2028-03-17,55,61567,7,7.5,1975650,17
13853,9832,746,IT Manager,518544000,Home,Mortgage,257336281,2023-11-09,2024-08-09,9,28592920,10,7,96866632,1
13854,5313,516,ERP ConsultantSolution Architect,640152000,Real Estate,Rent,791672550,2023-07-24,2024-06-24,11,71970231,7,6.5,718439478,1
13855,3216,696,Business Analyst,125496000,Automobile,Own,345275076,2022-01-11,2024-08-11,31,11137905,2,7.5,166600772,9
13856,7335,828,Business Intelligence AnalystData Scientist,402204000,Consumer,Mortgage,950255904,2024-01-28,2024-10-28,9,105583989,5,6.5,683336546,3
13857,7030,367,Database Engineer,203004000,Real Estate,Mortgage,756411772,2024-02-14,2028-12-14,58,13041582,1,6.5,310159156,18
13858,1853,739,System Admin,359052000,Automobile,Own,141767652,2024-03-25,2024-07-25,4,35441913,2,7.5,119549777,1
13859,8235,540,Business Analyst,880392000,Business,Rent,305327430,2023-02-04,2024-11-04,21,14539401,5,8.5,91651746,8
13860,3651,329,Business Analyst,617448000,Home,Other,933891243,2021-07-17,2025-05-17,46,20301983,9,7,36848790,11
13861,1285,523,AI Engineer,475356000,Others,Other,537393120,2022-07-05,2026-09-05,50,10747862,5,9,51812485,21
13862,8604,840,Project Leader,337800000,Consumer,Other,427163230,2024-01-08,2025-03-08,14,30511659,1,6.5,203376876,1
13863,7091,326,Designer,216072000,Business,Other,898488794,2024-02-23,2027-12-23,46,19532365,4,8.5,797883564,10
13864,1626,589,ERP Engineer,479460000,Business,Rent,506411206,2021-10-14,2025-09-14,47,10774706,6,8.5,338969234,7
13865,2498,663,Product Manager,246552000,Business,Mortgage,946718859,2024-03-15,2025-02-15,11,86065350,1,8.5,394736108,3
13866,4124,663,Business Intelligence AnalystData Scientist,544296000,Real Estate,Own,502539953,2023-11-16,2027-07-16,44,11421362,5,6.5,272967832,13
13867,1292,623,Project Manager,311136000,Home,Other,971465427,2023-10-28,2025-05-28,19,51129759,6,7,596746205,3
13868,1110,695,Blockchain Engineer,736572000,Home,Rent,553387697,2023-02-16,2025-07-16,29,19082334,8,7,300721235,12
13869,6804,480,ERP ConsultantSolution Architect,246936000,Home,Mortgage,948763487,2024-05-25,2024-09-25,4,237190871,7,7,556046726,1
13870,1914,550,Embedded Engineer,552492000,Real Estate,Rent,445282151,2023-12-08,2025-07-08,19,23435902,7,6.5,442923040,6
13871,8471,547,Product Manager,571092000,Automobile,Own,38518615,2023-01-18,2028-01-18,60,641976,2,7.5,5526310,7
13872,4264,647,Business Analyst,377232000,Others,Rent,511301596,2020-11-23,2024-11-23,48,10652116,6,9,440647210,15
13873,2910,375,Project Manager,280380000,Others,Own,881669990,2023-11-23,2024-06-23,7,125952855,6,9,490571858,1
13874,2940,549,Full-stack Developer,392112000,Consumer,Rent,159433744,2022-02-24,2025-04-24,38,4195624,7,6.5,102129500,1
13875,8560,443,Blockchain Engineer,135840000,Automobile,Own,478136358,2022-10-31,2025-02-28,28,17076298,3,7.5,96183175,13
13876,9540,511,Full-stack Developer,536964000,Home,Own,74453635,2024-03-29,2027-02-28,35,2127246,1,7,31997258,7
13877,2160,322,Database Engineer,37212000,Home,Mortgage,66469209,2023-04-09,2026-11-09,43,1545795,10,7,6771432,1
13878,7086,364,Full-stack Developer,476172000,Business,Own,380032030,2024-04-04,2024-10-04,6,63338671,2,8.5,211019009,2
13879,6860,769,System Admin,228432000,Home,Own,628970610,2024-03-05,2024-08-05,5,125794122,7,7,271372900,1
13880,3912,538,Business Intelligence AnalystData Scientist,643680000,Home,Own,639967015,2022-11-07,2025-07-07,32,19998969,3,7,316223772,1
13881,503,531,Embedded Engineer,610164000,Consumer,Own,902605053,2023-10-12,2028-09-12,59,15298390,5,6.5,255864581,27
13882,3288,364,Designer,618444000,Automobile,Rent,837270845,2023-11-30,2025-03-30,16,52329427,10,7.5,82078494,7
13883,954,467,Business Intelligence AnalystData Scientist,47388000,Others,Own,407638168,2023-01-26,2025-09-26,32,12738692,6,9,44276114,7
13884,4335,696,Game Developer,122580000,Business,Own,104855593,2024-04-17,2024-11-17,7,14979370,5,8.5,73773328,2
13885,2974,326,IT Manager,262164000,Business,Other,956518286,2023-03-15,2025-09-15,30,31883942,5,8.5,907703246,11
13886,2239,825,DevOps,439224000,Automobile,Own,567806877,2024-03-19,2024-08-19,5,113561375,3,7.5,503865877,1
13887,9014,836,AI Engineer,567324000,Business,Other,342216323,2021-06-08,2025-02-08,44,7777643,8,8.5,163551694,15
13888,1101,693,IT Support,406452000,Business,Own,177942110,2021-07-08,2026-06-08,59,3015967,2,8.5,58384230,10
13889,4846,385,Designer,701652000,Automobile,Own,306289768,2024-04-01,2026-06-01,26,11780375,9,7.5,121956703,7
13890,6281,425,Business Analyst,510612000,Consumer,Mortgage,208803876,2022-11-10,2025-12-10,37,5643348,1,6.5,38724277,13
13891,9124,648,Tester,435312000,Business,Mortgage,333188286,2024-02-28,2025-08-28,18,18510460,5,8.5,58313000,4
13892,6924,336,QA-QC,554388000,Business,Mortgage,424916600,2022-12-14,2026-08-14,44,9657195,7,8.5,407863565,3
13893,6318,408,Embedded Engineer,510900000,Real Estate,Rent,389683482,2024-04-06,2027-10-06,42,9278178,5,6.5,353210596,9
13894,1081,573,Project Manager,890640000,Automobile,Rent,871822776,2023-05-16,2024-10-16,17,51283692,3,7.5,634467754,6
13895,8138,763,Embedded Engineer,496452000,Others,Mortgage,918350315,2023-01-12,2027-02-12,49,18741843,9,9,496211915,22
13896,4268,775,DevOps,147444000,Business,Mortgage,167641712,2022-06-17,2026-12-17,54,3104476,4,8.5,107801858,14
13897,9624,571,Designer,411780000,Home,Own,29427198,2022-07-02,2024-08-02,25,1177087,4,7,21619025,5
13898,3314,797,Tester,143472000,Home,Mortgage,985381656,2020-12-16,2024-08-16,44,22395037,6,7,416946211,3
13899,6638,599,DevSecOps Engineer,473532000,Business,Mortgage,896092282,2023-01-12,2025-03-12,26,34465087,9,8.5,805855482,11
13900,6593,590,Tech Lead,149652000,Home,Mortgage,816189462,2024-02-20,2024-06-20,4,204047365,10,7,544799098,1
13901,9550,305,QA-QC,873696000,Automobile,Other,262551804,2022-03-09,2024-11-09,32,8204743,1,7.5,99904773,13
13902,293,481,Front-end Developer,444384000,Business,Other,455285379,2023-10-18,2028-04-18,54,8431210,8,8.5,225408378,3
13903,3058,492,Business Intelligence AnalystData Scientist,383544000,Others,Own,546893305,2024-05-30,2025-04-30,11,49717573,5,9,517168168,3
13904,5641,727,DevSecOps Engineer,632088000,Consumer,Other,309858175,2023-06-03,2024-12-03,18,17214343,3,6.5,291988833,1
13905,3819,458,IT Manager,459204000,Automobile,Own,163570093,2023-04-11,2027-02-11,46,3555871,7,7.5,116284889,17
13906,5510,607,ERP ConsultantSolution Architect,417624000,Others,Own,968024597,2024-03-18,2026-10-18,31,31226599,1,9,306246946,5
13907,423,677,Data Engineer,745704000,Real Estate,Rent,45023358,2023-12-19,2024-07-19,7,6431908,3,6.5,38285780,1
13908,3492,548,Business Intelligence AnalystData Scientist,135828000,Others,Own,596443138,2024-04-22,2024-09-22,5,119288627,4,9,369984643,1
13909,6836,546,Project Manager,371676000,Real Estate,Mortgage,10023096,2022-10-15,2027-03-15,53,189115,7,6.5,703865,17
13910,5542,484,IT Support,377472000,Real Estate,Own,321421466,2024-05-14,2025-02-14,9,35713496,4,6.5,195747952,2
13911,4421,775,Tester,590016000,Others,Rent,814676193,2021-12-23,2024-06-23,30,27155873,1,9,255714244,7
13912,2448,552,Tech Lead,797616000,Consumer,Own,752088529,2023-08-24,2024-08-24,12,62674044,7,6.5,468984234,1
13913,5163,608,IT Manager,303972000,Business,Rent,130074899,2024-03-07,2026-03-07,24,5419787,2,8.5,37944496,9
13914,1233,677,Blockchain Engineer,58416000,Others,Other,836529470,2024-01-25,2025-05-25,16,52283091,9,9,347351466,7
13915,8172,777,Product Owner,659376000,Home,Mortgage,669248111,2023-09-06,2025-01-06,16,41828006,7,7,542425747,3
13916,2724,626,ERP Engineer,163404000,Others,Own,310878242,2023-10-06,2024-10-06,12,25906520,8,9,86978968,3
13917,7260,354,AI Engineer,601656000,Home,Own,149089713,2023-03-23,2025-09-23,30,4969657,7,7,64408239,7
13918,2877,413,Front-end Developer,771216000,Home,Mortgage,484056182,2023-12-23,2024-09-23,9,53784020,9,7,213933864,2
13919,8637,472,Database Engineer,404796000,Consumer,Rent,973898703,2023-03-11,2026-10-11,43,22648807,8,6.5,469855430,11
13920,4520,713,IT Consultant,803484000,Automobile,Mortgage,287699155,2024-06-01,2026-01-01,19,15142060,10,7.5,269648917,6
13921,4493,732,Blockchain Engineer,169968000,Others,Other,954541616,2022-05-09,2025-03-09,34,28074753,3,9,95176143,15
13922,2022,792,ERP Engineer,394584000,Business,Other,79918747,2024-04-21,2025-08-21,16,4994921,5,8.5,10226038,4
13923,6230,463,Designer,440520000,Consumer,Mortgage,552938142,2022-02-20,2027-01-20,59,9371832,5,6.5,17940447,20
13924,5315,580,Product Manager,288876000,Automobile,Rent,895458123,2024-01-19,2024-09-19,8,111932265,5,7.5,236783906,1
13925,4004,706,Full-stack Developer,449100000,Business,Other,266490253,2024-02-29,2025-07-29,17,15675897,5,8.5,183624431,3
13926,6573,444,Embedded Engineer,430992000,Consumer,Mortgage,16460745,2023-06-11,2025-04-11,22,748215,7,6.5,16301902,9
13927,647,659,Business Analyst,430500000,Home,Own,196935836,2023-12-16,2025-04-16,16,12308489,10,7,13281689,4
13928,2149,457,Database Engineer,217968000,Business,Other,842619441,2024-03-04,2025-12-04,21,40124735,9,8.5,109605318,7
13929,1494,327,Front-end Developer,356952000,Real Estate,Mortgage,330945540,2020-08-30,2025-02-28,54,6128621,2,6.5,307136395,7
13930,4987,684,Game Developer,400188000,Real Estate,Own,216814757,2020-11-17,2025-04-17,53,4090844,7,6.5,184267340,15
13931,2044,386,Business Analyst,520404000,Consumer,Own,720972273,2024-04-20,2024-08-20,4,180243068,8,6.5,427906519,1
13932,2096,441,ERP ConsultantSolution Architect,336300000,Home,Mortgage,994381986,2022-03-16,2026-01-16,46,21616999,4,7,445659065,17
13933,7381,744,Game Developer,705840000,Automobile,Rent,31507491,2022-03-20,2024-06-20,27,1166944,3,7.5,26133254,11
13934,4523,545,Helpdesk,261768000,Home,Other,235144537,2021-11-22,2026-02-22,51,4610677,7,7,68444954,7
13935,7353,689,Product Owner,617436000,Consumer,Own,275838105,2023-09-04,2024-11-04,14,19702721,10,6.5,262786688,3
13936,6020,501,IT Support,130104000,Business,Other,284362016,2021-04-23,2024-10-23,42,6770524,2,8.5,268131921,18
13937,4536,317,Tech Lead,149568000,Automobile,Own,436456590,2022-09-10,2026-10-10,49,8907277,7,7.5,388374427,17
13938,3084,726,Helpdesk,826332000,Others,Mortgage,591755046,2022-08-22,2024-06-22,22,26897956,1,9,428282463,2
13939,3034,694,ERP Engineer,284220000,Real Estate,Other,806921758,2022-07-20,2024-09-20,26,31035452,10,6.5,511312927,4
13940,7336,791,ERP Engineer,38076000,Consumer,Mortgage,733108283,2024-05-02,2025-01-02,8,91638535,9,6.5,646357368,2
13941,9417,624,AI Engineer,742980000,Automobile,Own,429266835,2023-07-25,2028-06-25,59,7275709,3,7.5,367773580,26
13942,3715,476,Product Owner,474528000,Home,Own,621621402,2020-09-20,2024-10-20,49,12686151,6,7,447360370,18
13943,7526,439,Mobile Developer,369552000,Automobile,Other,644828820,2024-03-28,2025-02-28,11,58620801,3,7.5,286672987,2
13944,1293,454,Blockchain Engineer,56472000,Real Estate,Mortgage,145628693,2023-08-14,2024-11-14,15,9708579,4,6.5,20480976,4
13945,3487,717,Tech Lead,493056000,Automobile,Rent,101513908,2023-04-14,2024-09-14,17,5971406,7,7.5,77679789,3
13946,3508,720,Full-stack Developer,363168000,Others,Rent,159448113,2023-07-20,2025-12-20,29,5498210,7,9,113257365,2
13947,9259,802,System Engineer,146664000,Automobile,Other,277871232,2023-02-13,2026-12-13,46,6040678,3,7.5,34248109,9
13948,4648,657,DevSecOps Engineer,563028000,Consumer,Mortgage,373792125,2023-08-08,2024-07-08,11,33981102,6,6.5,269434696,4
13949,8883,530,ERP ConsultantSolution Architect,483408000,Real Estate,Rent,589750054,2023-11-15,2027-10-15,47,12547873,8,6.5,155936423,2
13950,3966,396,DevSecOps Engineer,143628000,Business,Rent,267483267,2020-12-15,2025-09-15,57,4692688,6,8.5,28776977,22
13951,667,360,System Engineer,828408000,Others,Rent,172653029,2024-05-02,2026-12-02,31,5569452,5,9,72299334,6
13952,5221,592,Blockchain Engineer,126000000,Home,Rent,248970076,2024-03-03,2024-12-03,9,27663341,9,7,67034075,2
13953,301,377,Data Analyst,752928000,Automobile,Mortgage,751934139,2023-09-21,2024-06-21,9,83548237,1,7.5,694674330,1
13954,387,445,Mobile Developer,536136000,Automobile,Own,192764861,2024-01-23,2025-03-23,14,13768918,5,7.5,176291609,3
13955,4109,331,DevOps,309648000,Real Estate,Mortgage,726023054,2023-05-25,2025-06-25,25,29040922,8,6.5,478902834,6
13956,6696,809,Cloud Engineer,53724000,Automobile,Other,254541314,2022-03-02,2024-07-02,28,9090761,2,7.5,113708257,11
13957,6069,363,IT Consultant,171840000,Business,Own,898884391,2023-05-30,2025-05-30,24,37453516,9,8.5,228347658,1
13958,3769,637,ERP ConsultantSolution Architect,376488000,Others,Other,13618922,2023-11-25,2024-06-25,7,1945560,1,9,7098900,1
13959,1083,808,Designer,201372000,Business,Other,341902807,2023-10-01,2026-01-01,27,12663066,7,8.5,274406849,6
13960,5945,844,Product Manager,577428000,Consumer,Rent,431101449,2024-05-16,2026-10-16,29,14865567,10,6.5,338294994,11
13961,8719,460,Project Manager,242760000,Home,Rent,997823356,2024-03-17,2024-08-17,5,199564671,7,7,554984878,1
13962,4,486,Project Manager,814428000,Others,Mortgage,268235759,2023-08-15,2028-06-15,58,4624754,6,9,73903506,20
13963,9933,768,Product Manager,353676000,Consumer,Own,791792912,2023-11-15,2026-10-15,35,22622654,2,6.5,452351117,16
13964,3908,664,Blockchain Engineer,182100000,Consumer,Other,349158250,2022-02-25,2027-01-25,59,5917936,5,6.5,127638691,7
13965,8259,379,Back-end Developer,521328000,Home,Other,787120499,2023-07-20,2025-05-20,22,35778204,8,7,82696082,9
13966,4445,597,ERP Engineer,370968000,Automobile,Mortgage,932347704,2023-10-18,2027-03-18,41,22740187,3,7.5,857066141,9
13967,8679,778,Tech Lead,41280000,Automobile,Other,601933819,2021-08-15,2026-05-15,57,10560242,9,7.5,118607076,15
13968,1965,363,ERP Engineer,228072000,Automobile,Other,357421192,2024-04-15,2028-02-15,46,7770025,10,7.5,213302230,11
13969,5306,433,Blockchain Engineer,747780000,Others,Rent,204121363,2019-09-03,2024-07-03,58,3519333,3,9,185910142,3
13970,2435,600,Full-stack Developer,849744000,Consumer,Own,16204427,2023-04-12,2026-09-12,41,395229,6,6.5,9943186,9
13971,9079,592,Cloud Engineer,127908000,Automobile,Other,74167778,2023-07-04,2027-02-04,43,1724832,1,7.5,45248527,1
13972,3301,397,Business Analyst,664236000,Real Estate,Other,984692420,2021-10-17,2024-07-17,33,29839164,5,6.5,647052609,11
13973,4710,447,Data Engineer,374532000,Home,Rent,576975545,2022-04-15,2025-11-15,43,13418035,4,7,567755164,11
13974,9475,591,DevOps,304116000,Others,Mortgage,392334236,2023-11-29,2028-07-29,56,7005968,4,9,189826030,16
13975,6724,818,Tester,165456000,Real Estate,Mortgage,191648551,2023-04-08,2026-07-08,39,4914065,4,6.5,174729171,15
13976,1222,451,IT Consultant,790644000,Consumer,Mortgage,546083356,2020-06-23,2025-06-23,60,9101389,4,6.5,496950012,16
13977,2407,371,Project Manager,875496000,Others,Own,396990598,2020-06-27,2025-05-27,59,6728654,4,9,354907876,27
13978,9309,540,Database Engineer,503772000,Automobile,Other,410820212,2023-10-24,2024-12-24,14,29344300,8,7.5,264449793,1
13979,7506,722,IT Support,453768000,Home,Own,226633018,2023-10-16,2025-05-16,19,11928053,4,7,103884964,7
13980,2093,650,QA-QC,561024000,Real Estate,Own,905952476,2023-11-30,2026-07-30,32,28311014,2,6.5,341551554,7
13981,2112,416,Blockchain Engineer,137028000,Real Estate,Rent,489127207,2023-04-07,2027-07-07,51,9590729,8,6.5,190342908,14
13982,6860,769,System Admin,228432000,Home,Mortgage,867021332,2023-01-22,2025-04-22,27,32111901,7,7,396789694,1
13983,2012,381,Designer,441492000,Real Estate,Other,87117173,2023-07-02,2025-06-02,23,3787703,7,6.5,22555676,2
13984,2390,846,Game Developer,598332000,Home,Own,78747859,2023-06-06,2026-12-06,42,1874949,3,7,14082864,8
13985,5690,694,Embedded Engineer,615252000,Automobile,Mortgage,887268887,2024-04-18,2024-09-18,5,177453777,3,7.5,559579195,1
13986,4529,686,Cloud Engineer,204132000,Others,Mortgage,443450323,2024-03-02,2027-03-02,36,12318064,6,9,404388034,12
13987,8025,496,Business Analyst,131760000,Automobile,Own,893881152,2024-02-24,2025-05-24,15,59592076,10,7.5,247106227,2
13988,6538,805,IT Consultant,492624000,Home,Rent,394005971,2023-03-25,2025-12-25,33,11939574,9,7,169145643,5
13989,8096,754,ERP ConsultantSolution Architect,468420000,Others,Own,851198710,2024-04-15,2024-10-15,6,141866451,9,9,381310471,1
13990,1956,596,QA-QC,54456000,Business,Own,231329491,2022-04-25,2025-04-25,36,6425819,4,8.5,71231046,10
13991,3856,736,Project Leader,818688000,Automobile,Rent,214118916,2023-10-19,2026-01-19,27,7930330,8,7.5,118917797,3
13992,4203,303,Database Engineer,628668000,Automobile,Rent,362340994,2022-12-03,2026-12-03,48,7548770,4,7.5,343613106,18
13993,5267,305,System Engineer,433296000,Business,Other,637080375,2023-11-11,2025-10-11,23,27699146,7,8.5,151968044,1
13994,6702,639,ERP ConsultantSolution Architect,758280000,Others,Other,764056615,2022-08-26,2025-04-26,32,23876769,4,9,317595662,11
13995,9136,532,DevOps,512868000,Others,Other,759152286,2021-06-09,2024-12-09,42,18075054,10,9,624009568,10
13996,6905,439,DevOps,835248000,Consumer,Other,567444556,2024-03-03,2026-07-03,28,20265877,1,6.5,541339812,5
13997,6619,413,Data Analyst,236328000,Consumer,Own,595478737,2022-11-29,2025-09-29,34,17514080,8,6.5,106920791,3
13998,8730,418,Blockchain Engineer,246372000,Consumer,Own,706030590,2023-10-30,2025-07-30,21,33620504,7,6.5,123801374,8
13999,8310,630,Tester,483828000,Consumer,Other,936996604,2024-06-01,2025-10-01,16,58562287,8,6.5,289604225,4
14000,4982,393,Data Engineer,306696000,Home,Own,423213418,2024-03-30,2024-07-30,4,105803354,8,7,387599593,1
14001,2298,313,Full-stack Developer,211716000,Automobile,Other,524498836,2023-10-26,2025-07-26,21,24976135,5,7.5,249037717,5
14002,5253,613,Full-stack Developer,757224000,Others,Own,473776756,2023-06-03,2024-07-03,13,36444365,10,9,418144687,4
14003,1289,488,AI Engineer,381660000,Real Estate,Rent,869560924,2021-06-25,2024-09-25,39,22296433,8,6.5,603304435,9
14004,3028,733,System Admin,546012000,Business,Other,756315222,2023-10-06,2026-11-06,37,20440951,4,8.5,119886945,11
14005,2945,449,Project Leader,406452000,Home,Mortgage,376804319,2022-02-07,2026-11-07,57,6610602,8,7,27910630,7
14006,2442,369,Front-end Developer,200184000,Consumer,Own,929614364,2023-05-02,2025-08-02,27,34430161,3,6.5,571967808,12
14007,1388,369,Project Leader,722808000,Automobile,Mortgage,893866969,2024-03-24,2027-12-24,45,19863710,6,7.5,838723989,1
14008,39,502,Mobile Developer,525924000,Home,Mortgage,841973026,2024-04-05,2025-03-05,11,76543002,9,7,389931336,2
14009,3190,761,IT Consultant,37332000,Consumer,Rent,703511549,2024-03-17,2025-01-17,10,70351154,9,6.5,691611909,3
14010,4646,553,Data Analyst,705804000,Others,Mortgage,135683709,2020-08-22,2024-10-22,50,2713674,1,9,73499383,14
